"Data Source","World Development Indicators",

"Last Updated Date","2022-09-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Post-demographic dividend","PST","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17366085957009.1","18171958371142.1","18920566779485","19536779805680","20502236801908","21476577258491.1","22517274070388.3","23623125927197.8","24545912233521.6","25732264077241.9","27492321367379.3","28616889451987","29751360803160.7","30883641856398.1","32725649914693.5","34492016228767.3","36921963289819.1","38974495416954.5","40207966435578","39274758007183","40893102195503","42559628449587.1","43879585021690","45682230054848","47096814003375","48506220497538.5","50372201965175.2","52567041904373.6","54978019364736","56592201289080.1","55291409083686.4","59742574820114.4",
"French Polynesia","PYF","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57299323482.9949","60874207251.6784","66263168984.9027","70084549422.4804","85796971001.4298","95117561215.3596","123713070609.021","149908386129.173","179770533173.254","202554923809.633","245151377928.806","283715621778.862","311040857104.832","322984775379.188","317405707351.647","238529336836.97","220585133994.759","249963056673.094","259095167780.608","265773042631.775","259184286829.903","274066829703.525",
"Romania","ROU","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","122447269449.458","110235220917.486","102862562126.201","106910628416.77","113487054058.365","123089333018.905","129922698881.164","125492465164.348","124787660270.006","125764153624.448","131248401045.549","144271125997.381","155641760899.068","163101372738.626","192858200278.813","204713848800.884","244928320696.08","286098807346.464","344671322915.656","338749155485.327","343716127791.367","360565719069.261","378486474800.034","395315930297.463","411273183709.1","428132941912.141","478202982766.416","531674961946.224","571406029073.083","617321405195.115","620134677229.915","676943600340.976",
"Russian Federation","RUS","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1187861838305.39","1166054436930.23","1019326150479.11","953032494610.664","851031811018.684","832874933680.043","817526684921.467","843109809492.514","807029157570.942","870676186417.134","1000581025238.43","1074585972513.87","1167897269467.94","1338656016320.21","1473342751156.18","1696729209938.25","2133189651012.88","2377454045295.71","2878201315078.6","2768599517939.51","2927003701117.15","3259319197327.18","3480299219245.86","3741783381914.27","3763534951277.15","3526235948513.73","3538975998887.58","3807101264909.28","4231842328030.95","4412881400996.63","4381493397728.7","4785445021584.49",
"Rwanda","RWA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4045240448.44395","4076888451.01867","4414677808.38047","4152862876.74189","2110250172.01039","2913402798.51448","3344878720.98491","3873804836.97099","4264435824.59649","4512730439.17939","5001283738.34858","5547855232.92692","6377604232.12297","6646705242.8281","7333443747.76228","8272696403.44902","9314835990.29394","10296818099.4026","11665598984.1073","12473939039.1806","13549765763.851","14932038616.9503","15705733103.2032","16685961269.1137","18917018886.6365","20516952002.5138","21966073467.4714","23665375199.0851","26309605101.6209","29313776895.8928","28670603112.0687","33112304813.9971",
"South Asia","SAS","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1435330597327.09","1513826340928.99","1638220201175.18","1748910275601.87","1893155760255.96","2065996804329.92","2246898220449.63","2369718420822.41","2527936966958.02","2759538081392.78","2936889393869.98","3137381861690.21","3300692336694.86","3611688552272.55","3989694537026.27","4426146419823.79","4910758860796.26","5408013226145.92","5686653620662.23","6122604804202.11","6659303101523.88","7140559647735.97","7792811245718.75","8214090810073.79","8628618595673.35","9106605121138.26","9900899419616.03","10577346072834.2","11520870984158","12186760945778.7","11694197630430.8","13192303561897.3",
"Saudi Arabia","SAU","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","520331364966.042","618659280749.936","657989449218.628","664400061844.1","682379225412.488","698165655414.225","729699581225.978","750475933038.651","780881175606.412","762084694876.985","823191772526.19","831546601126.316","820698404380.333","930980031089.028","1032051754839.11","1123743983497.19","1190719390370.97","1245487433752.64","1348708103884.2","1329401437573.23","1413178185785.55","1586748761444.08","1672470748636.5","1680157969486.6","1722861781899.42","1541831733218.64","1475672107357.45","1565891581197.72","1643610544580.75","1678594246890.79","1628533458010.4","1751177858646.92",
"Sudan","SDN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39278598135.3598","43656854990.8702","47588886150.8252","50942657573.0733","52554045018.6502","56873854096.5097","61343268476.4078","73828388882.845","77876053190.9687","81424921242.5271","88553822725.711","96434903003.7706","103820481596.24","112527410530.772","121488304670.197","132369174212.041","145365877062.902","157856873407.813","167073277022.964","163490408364.716","171838885203.696","169772374359.292","137749753316.058","142297814095.814","168144123941.597","172514150125.254","189556515893.704","187694696441.513","187026564548.85","186225158988.641","181628528720.045","189392638875.872",
"Senegal","SEN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11680676918.3814","12396898392.9862","12846810383.9357","13330209428.4563","13608395967.8006","14653542059.272","15223261548.0182","15957411198.4904","17088855762.8357","18418554573.0658","19568024376.8021","20871435854.3732","21211285156.6775","22839877542.7219","24541984456.548","26402567294.3712","27851611946.1191","29412987075.4571","31087211460.8825","32147502659.2341","33637035431.6766","34793989168.2758","36713666049.6607","37797219083.6145","40124398370.99","43317631004.2569","46119109741.5674","49402166472.861","53723172102.9517","57207049052.9341","58663949709.1524","64807161045.8899",
"Singapore","SGP","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72561281482.913","80032441182.2524","87291408492.3658","99600913924.8172","113015217801.382","123664373801.96","135337248810.502","149120058838.338","147494437699.202","158126116538.266","176324268376.114","178366039186.908","188252938239.65","200699505425.476","226572121052.47","250890427109.233","281926225877.88","315666747919.979","327716242641.467","330238767103.929","382733648573.354","414966621180.859","435964936235.077","448140098629.224","461771555846.862","481405402043.147","501496316172.034","534905707125.677","567737068646.415","584224076701.373","566768600050.061","635266669765.65",
"Solomon Islands","SLB","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","426870226.998782","467784320.757871","539207178.506247","574067751.407424","633818982.288906","712393926.064074","737116507.64978","742973578.89434","761039589.368643","768015706.397739","673281709.625948","633673138.111854","625529858.178151","679486899.698266","744245107.50572","810002146.408061","875695106.438002","939312926.40317","1012907137.17519","1045592682.71686","1149328821.96939","1258462056.73204","1305907468.67201","1399619729.87453","1440761765.66142","1475797349.77116","1578132719.96989","1694060819.51947","1802926864.90106","1857280226.69826","1798468947.87138","1869881544.06354",
"Sierra Leone","SLE","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3350200914.45186","3544956800.88658","2936383911.5757","3047304946.40232","3051767860.67845","2866507257.95507","2970185992.63708","2843834371.29332","2927176870.91173","2909673946.40742","3173552168.27413","3039137544.3334","3901874847.00762","4349440336.91272","4760874282.65127","5131374641.76318","5513140170.67497","6118397245.03289","6572367249.76116","6825366577.92737","7276694697.71258","7896957783.01499","9435032175.55611","11988314917.5541","12544191365.3844","11379594527.5419","11701373301.6946","12234073367.6414","12960334789.3345","13885306124.811","13775967173.6111","14786065118.6194",
"El Salvador","SLV","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15416115175.9254","16175570913.1051","17705925159.4405","19180221232.5808","20508965743.1378","21930288570.8915","22513039360.4022","23619895984.107","24519261944.6199","25402380681.1696","26270890087.8824","27099049238.5558","27954285548.5187","28952221935.956","29993832484.4841","31772831312.1678","34176273987.9414","35752651302.8799","37213297535.5349","36670077216.1536","37892603260.9663","40156336831.723","40803596215.319","43092721853.0424","45533860833.6507","48056303342.8847","51094632264.7787","54005533544.6624","56640682840.3551","59027472792.2528","54612511534.2875","63025598618.7188",
"San Marino","SMR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1146105222.14808","1245531912.88825","1377385408.97657","1439289272.70432","1553813126.78769","1582934313.59466","1676691558.15867","1800018287.28608","1901484924.75308","2035232463.2221","2238836722.04038","2270345797.46742","2049074388.28424","1960192203.60757","1834547471.48532","1748023888.7721","1740502670.69306","1825987815.79293","1850298469.09686","1924933699.46034","1982111203.61808","2059782300.8568","2139935756.18531","2021751373.13523","",
"Somalia","SOM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10595136607.8691","12497918071.2702","14940797380.5251","16108398498.9283","15743349479.8493","17357253757.6909","19095532298.7289","19797265599.2833","21307471986.2039",
"Serbia","SRB","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36798093430.8098","39819122644.0867","43425181201.7296","45381057070.3115","41683527791.6665","45241750399.7508","48637197273.5251","54159510181.051","57194996268.0476","63344326021.8027","68318821680.439","75666068095.4508","82941083068.5174","92848576432.1171","91758742125.2979","93317782146.1658","99446616550.9868","100310820360.531","104804135724.282","104531245823.283","105923191242.571","111931549793.453","116623638919.825","123717119918.227","130725718815.262","131731603498.018","146685088088.456",
"Sub-Saharan Africa (excluding high income)","SSA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","914842458508.849","950944400828.989","971301943015.225","989000075805.248","1021049678532.7","1079260924253.36","1156004273552.43","1226735528128.59","1271919434152.4","1319776092545.6","1397364706707.4","1490276974561.44","1606093877669.17","1706441938113.17","1867976167156.12","2043401479809.69","2235073629642.33","2437556610224.32","2615146955215.52","2711317968631.46","2904490011108.6","3092210841270.35","3167183390119.09","3418161850998.48","3668209285703.64","3758148129853.72","3888270225723.5","4040241988128.7","4256865823457.01","4452037868742.63","4421151119140.12","4800329842417.46",
"South Sudan","SSD","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25453482654.8698","26908126599.8362","28727446238.7914","27963579014.1695","15364070621.5654","21737660650.4627","15784928984.8425","13230895757.7817","","","","","","",
"Sub-Saharan Africa","SSF","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","915465164795.182","951606169584.203","972028056069.59","989790110022.688","1021849954523.71","1080070795293.43","1156869499413.81","1227721824110.51","1273001352551.78","1320893740630.54","1398524720030.21","1491435434784.16","1607284080852.45","1707582887223.05","1869113051750.5","2044680054340.67","2236516175061.94","2439193298067.99","2616777779950.05","2712940924787.84","2906230284430.89","3094127562477.59","3169087164053.95","3420173249259.76","3670463640991.32","3760458651378.51","3890809926984.81","4042937055147.76","4259713585115.28","4455026110821.16","4423940989300.69","4803288970501.48",
"Small states","SST","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","302646833029.945","322257158464.114","342821993678.155","366792512381.366","408406605630.741","442962488094.794","505479756938.263","567279336349.938","621971034278.105","639670552892.458","698580649366.595","762919724128.038","808331931544.064","834037367155.664","846921158312.628","754076062704.993","752397742989.058","817126683128.365","853735438246.747","885979475073.268","845072969399.667","911501184902.77",
"Sao Tome and Principe","STP","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","266473333.797896","277058864.465945","301098736.650919","321029980.984186","354584182.522718","398845137.978402","422951582.455342","466351119.581796","480727738.104058","518964623.480928","553046576.228346","556654533.377984","637514713.07661","747127208.965568","765345672.333273","790433671.731358","818599649.86904","862842035.243087","897693236.826717","936583091.428182","993060610.211584",
"Suriname","SUR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2677947940.14632","2843259493.51012","2919687047.14783","2788637732.97209","2945025289.69834","3006779546.45345","3092451078.42253","3325087561.88063","3439850366.68129","3439489286.31788","3591278179.5561","3826419876.03918","3994865420.90576","4330351642.09716","4824556613.75401","5199759311.60535","5670747847.94177","6121694430.58637","6497615904.68259","6736336374.23555","7169667061.12813","7746725931.88615","8543650775.38909","9202825864.07952","9550173377.41946","9622881717.90609","8508517023.72891","10430862509.8543","11208535087.3279","11534348343.8583","9816371214.11188","9868609444.02203",
"Slovak Republic","SVK","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38049087570.3702","39764306897.7571","43133736025.2782","46611628554.047","50535807424.5674","54296598485.4035","57263489114.0859","57813914070.6221","61305074440.7504","66622584447.4084","71578545706.9555","76200471390.4917","81800153413.3587","89400253225.0781","101626093588.847","114062272239.699","127626916993.841","124321409798.609","136415165927.749","141145550910.631","145400866528.456","151117210724.786","156758949098.91","162523592812.909","161000035771.492","163511752734.624","170018737606.962","174350289199.511","171169481096.475","179815207248.706",
"Slovenia","SVN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27103045265.7999","28446042306.2602","30350924026.8927","31817135751.2953","33876856910.2429","35803094698.2213","37745959047.8774","40372330211.9372","42134663944.6875","45453884233.8882","47716592229.5885","51617547151.5525","55639916556.2809","59839628015.0018","56167912262.9262","57005657626.5872","59391587736.5899","59745699109.9106","61744411905.6854","63653371400.3498","65265868522.9918","70079356305.4272","75438769514.6355","80802113063.1486","84936451274.9229","83519139709.9138","91917491836.6483",
"Sweden","SWE","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","174721056261.701","178559728624.542","180513018663.22","180974705702.005","192103404899.399","203849787904.699","211543106835.63","219433862138.398","229132582622.278","243339601758.025","262776601952.893","266234726012.481","276017763557.301","285004832920.32","304508471479.787","309212862460.073","342608940542.027","374204037729.231","388684182888.548","374539177855.293","395981238881.806","421515976518.429","432488311645.095","444616519268.393","457507742235.106","481170737701.317","500423685300.432","522476835542.435","544594045419.741","561214693598.111","570111093189.311","617907203164.41",
"Eswatini","SWZ","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2890524131.66516","3040879647.78613","3210519362.93293","3388705730.39361","3544158528.31536","3793091058.18584","4010942246.64209","4206706005.97139","4364831113.71391","4556957564.8191","4742225186.29296","4900211499.12623","5194562092.76888","5502620027.63853","5855096016.38637","6400949737.48053","6993846863.25904","7501444137.22538","7708135617.45577","7878950588.23734","8276139488.2307","8637942064.38094","8921900521.11855","9464707358.67883","9634325481.73654","9729896589.14845","9698257055.88968","9457426061.9256","9914116143.6653","10353996316.6646","10284873742.3497","11507754000.4272",
"Sint Maarten (Dutch part)","SXM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1116375117.67062","1165944884.64958","1244917732.92047","1138909192.13978","1188933090.17275","1464385642.4445","1483574423.47396","1528016143.55453","1538327625.27771","1471123298.42691","","","",
"Seychelles","SYC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","622529770.138173","661347854.784018","724860928.162101","788024374.394499","798423704.687644","808435502.524607","863720619.236036","983710899.778791","1078378462.44837","1114047127.10164","1156539051.94077","1155736661.13293","1187984776.82208","1140112358.02329","1137346862.44192","1278650726.64189","1442087155.26813","1635407659.58843","1630989840.64448","1623301759.24924","1740639210.40103","1916946267.35322","1904257550.36249","2012104370.57584","2255001739.27549","2311182789.08639","2539687239.36755","2694789883.12193","2847431312.26125","2987850187.53955","2790312367.62739","2959935893.1185",
"Syrian Arab Republic","SYR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Turks and Caicos Islands","TCA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","708657978.337852","660016719.545391","698811703.388272","779221758.655741","867052547.840005","963419197.315149","1004380845.71015","1086077320.5616","1164367291.84552","862791054.430005","917514720.238976",
"Chad","TCD","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4160028466.89966","4667782268.639","5156158295.43042","4449152369.79934","5004797080.79523","5172927195.78392","5384292338.53295","5786785017.25974","6258717898.81014","6303577859.57631","6389680765.16541","7295337454.6257","8038154505.17789","9403500401.98209","12903156899.0094","15614352170.7202","16200491156.1525","17182636097.673","18046780608.0051","18928489245.2811","21751623532.5095","22221960066.2343","22127764664.7183","20743635470.8357","22915027717.8257","25682812590.799","24238063013.9389","23832085166.556","24980735598.2751","26253249341.2764","26144546216.7193","26904179972.132",
"East Asia & Pacific (IDA & IBRD countries)","TEA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2330827726836.14","2594335521611.72","2923936392011.68","3304454501889.31","3720168523370.97","4161056072382.2","4609168411278.34","5003271927091.57","5099964718581.71","5471796899214.63","6004757803425.61","6537348180810.97","7145558885900.64","7904176560640.63","8821442884667.42","9952148578331.94","11323045264679.2","12991204689490.7","14325314853042.2","15482598194605.5","17167231914354.2","18971381286588.7","20719778322725.4","22071680580688.3","23275954187613.5","24110640317569.5","25362499397541.9","26953450661816.5","29362628892694.8","31587640853694.2","32227190659269.7","35828246263493.5",
"Europe & Central Asia (IDA & IBRD countries)","TEC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2961385708298.24","2892991256910.27","2707764344101.04","2648377173695.81","2454921510697.73","2493901678749.5","2556377159833.93","2676859123468.9","2516761699229.88","2606037087939.55","2884561887203","3046206547474.26","3260805352224.32","3569096025489.31","3983429349431.93","4429754988513.49","5242537464871.6","5855064041368.02","6691978713161.75","6546491623023.16","7032282968223.49","7761954158725.12","8242093680702.61","8877954218301.2","9114074830713.82","9059178334450.51","9376425189831.96","10018712869240.4","10738774601904.3","11113830132023.8","11116995717281.2","12228274063818.6",
"Togo","TGO","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3142335812.59738","3225862958.2941","3168039597.85394","2753555147.81353","3233713928.97552","3560553556.46465","3946124750.9082","4591305764.85459","4536199566.16863","4714288848.96956","4783321027.27689","4931362076.54635","5199864537.77532","5658825381.19119","5753863731.37521","5657382814.59178","5986500327.47652","6076037314.09004","6444129553.90395","6844591041.10467","7349335220.89241","7982028402.80886","8312518982.11561","8869531772.51289","9481974532.77998","10232891545.4997","14675975035.1706","15491186678.2794","16650563551.111","17873763804.2515","18406256349.3874","20179618497.5385",
"Thailand","THA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","243591757157.695","273381669417.321","302213898647.275","334906956782.049","369413153109.369","407785911239.091","438722171909.019","433998769009.642","405379042317.877","429888157734.617","459213969132.305","485732651258.05","523636323157.848","572359266471.054","624687680544.349","671256769500.454","726344662867.304","786519156246.757","815437338668.247","814996268205.083","886760580870.825","912789677004.354","1008787036643.55","1049947947719.55","1059446245268.47","1087226612256.61","1146040786539.43","1205839343826.68","1286784517454.14","1337983854352","1270215980190.79","1343720208937.09",
"Tajikistan","TJK","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13942341563.1462","13390455920.5812","9723884661.38089","8321856469.95443","6689156538.04015","5981458528.93548","5073784030.18522","5248022214.40387","5589049133.47582","5877495418.35795","6510999128.78237","7295551097.99949","8209454321.99606","9292338345.43961","10524586132.3759","11581877924.9102","12774994002.8366","14143620471.0851","15553661348.163","16263834234.2104","17529145437.6223","19217458989.9627","21658600564.2581","24403521790.6658","27259901285.7814","26633770683.0253","26986131282.0443","28886920271.4198","31824673074.0196","34791287804.0287","36759888569.5751","41809911366.8578",
"Turkmenistan","TKM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20006374783.4974","19730438724.4823","17159930001.1917","17830178825.8107","15060463437.6446","14269168929.8244","15503970688.5083","13973394812.4688","15133947615.2276","17879511411.9998","19284575687.4145","20575613011.2753","20950031462.5275","22061837366.9539","23786862759.7086","27730387626.075","31722865133.6599","36183324108.0333","42298258527.5766","45166102910.6054","49914124639.9062","58441023273.0774","63516102657.5469","68363227534.6331","73746160882.6569","76192141990.1124","78493347164.3458","81787812382.0508","88933719471.9232","96227533617.6977","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2634544826306.52","2823675276716.56","2974497854458.41","3117296388159.95","3341406496767.8","3454915940735.52","3648486410915.36","3907293234753.67","4042893476794.58","4098570633746.11","4346208998502.55","4471282637097.34","4553048720653.06","4738356818429.37","5162047794684.43","5566408949338.67","6121301279680.91","6643117834818.77","7068555339487.4","7029949882033.75","7562764328842.15","8158245418067.67","8420543517051.68","8802799065244.62","9090690301984.16","9059638840812.69","9313909346126.26","9805383795131.99","10200600207902.3","10415819419613.5","9934273769701.82","11028350271676.9",
"Timor-Leste","TLS","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1104976410.6692","1314578836.00669","1245608267.99398","1242472545.35668","1280928914.06686","1360566340.65091","1344771115.65943","1522849620.48605","1728844547.40027","1916429032.6503","2120401099.57836","2293373047.5717","2657507560.40396","2863816239.45486","3195409377.04446","3484489056.31503","3817094819.87245","3950440170.81798","4017006784.4493","4887651461.83979","5459609084.95037","5936680886.0382",
"Middle East & North Africa (IDA & IBRD countries)","TMN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1060658932757.8","1173400282370.4","1258044975626.24","1308761993762.36","1354307499221.96","1421173336834.39","1540015088469.32","1625016667817.4","1752641784501","1863099026142.74","2029316012310.82","2132931772519.02","2239836925769.56","2328291459862.31","2579884886601.21","2774060754515.5","3006728723329.84","3279321112388.54","3455460838200.37","3557890403257.32","3788957303308.48","3860183682488.67","4003996989944.19","4027398622904.48","3983052199337","3811331191286.3","3906879843482.97","4085648855028.05","4253982181108.65","4391752611147.13","4334545421723.1","4716313186789.35",
"Tonga","TON","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","211378052.456375","232544705.232144","238443500.001638","253219842.699827","271435724.464484","297575411.226869","308495112.888354","317654266.400744","329127831.627842","346151668.138573","357094850.572996","378828855.735825","403384928.588722","420840186.618809","421719719.005213","435296559.593709","448061027.632834","461417495.139386","492605662.018407","469987780.238468","479457743.020331","522789476.016376","536952340.460297","548060413.364606","569579124.97242","582019616.585542","626480635.674703","659579680.877726","677363186.143642","694540271.420609","707513060.855294","",
"South Asia (IDA & IBRD)","TSA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1435330597327.09","1513826340928.99","1638220201175.18","1748910275601.87","1893155760255.96","2065996804329.92","2246898220449.63","2369718420822.41","2527936966958.02","2759538081392.78","2936889393869.98","3137381861690.21","3300692336694.86","3611688552272.55","3989694537026.27","4426146419823.79","4910758860796.26","5408013226145.92","5686653620662.23","6122604804202.11","6659303101523.88","7140559647735.97","7792811245718.75","8214090810073.79","8628618595673.35","9106605121138.26","9900899419616.03","10577346072834.2","11520870984158","12186760945778.7","11694197630430.8","13192303561897.3",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","915465164795.182","951606169584.203","972028056069.59","989790110022.689","1021849954523.71","1080070795293.43","1156869499413.81","1227721824110.51","1273001352551.78","1320893740630.54","1398524720030.21","1491435434784.16","1607284080852.45","1707582887223.05","1869113051750.5","2044680054340.67","2236516175061.94","2439193298067.99","2616777779950.04","2712940924787.84","2906230284430.89","3094127562477.59","3169087164053.95","3420173249259.76","3670463640991.32","3760458651378.51","3890809926984.81","4042937055147.76","4259713585115.28","4455026110821.16","4423940989300.69","4803288970501.48",
"Trinidad and Tobago","TTO","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8611422813.48927","9179727086.03831","10336547094.1315","10510755592.855","11118148902.1091","11783759563.6714","12855619209.5717","14061092217.0915","15374615018.192","16842450847.6199","18412716474.1224","19612376982.9603","21498879206.0185","25089105205.1994","27810739066.8162","30463734317.6078","35551539595.4369","38248202104.9477","40303936370.2946","38780881442.8396","40551211063.2966","41271904854.1059","40458620343.7656","40731024777.4375","40498518682.091","37892047971.2082","36332729553.5057","37754220269.4269","38383091851.4084","39002676316.0201","36561916905.0721","37705982751.2632",
"Tunisia","TUN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31461134127.607","33795030942.3493","37263254360.5675","38981863537.3545","41079753442.7129","42927472591.3337","46837260125.6363","50237270582.2432","53232988561.8495","57251648611.4383","61306340479.5828","65067332558.7167","66955392001.9313","71487472174.4669","77983962571.103","83233610183.5743","90301387043.0254","98964336946.9829","105136734983.82","109030907120.978","113619615868.861","113606614096.659","116402949203.061","117963075605.127","121968960434.88","121024104321.454","124270853439.323","128448941192.237","134969711708.38","139200650330.471","128572655619.762","138391849621.801",
"Turkiye","TUR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","460010737309.893","479886386914.952","520181674552.518","575248680560.534","555488009522.68","607934642887.48","661412644460.822","722299572401.08","558264786765.162","546531228972.082","608934453005.717","595720268339.633","612446571084.024","641062167603.924","735764534767.027","815102819831.078","945298624740.884","1042764041963.61","1139547816150.73","1112471072750.35","1268774378170.81","1454111481655.52","1550688774591.71","1703669566586.39","1860471150579.8","2022398639513.72","2116397789617.2","2264269908091.15","2302309633041.58","2241542488878.69","2297010403918.16","2591454561952.89",
